,HIVincidence,HIVprevalence,%msm12month,drugdep,unemployment_rate,household_income
464,0.0,203.8,1.244893989496207,3.06,12.4,5142
465,0.0,100.1,0.5469634100339494,2.95,9.8,5383
466,0.0,389.5,0.5571030640668524,3.06,18.2,6100
467,0.0,461.9,0.5581089954038083,3.06,10.7,3411
468,0.0,276.3,0.5507821105970478,2.95,9.4,3253
469,0.0,100.4,2.376943646627711,3.06,9.8,10329
470,0.0,225.0,4.224315572564027,3.2,16.0,6427
471,0.0,216.0,0.6869220607661823,2.99,13.1,3737
472,0.0,424.4,0.5527817403708988,2.95,6.9,17614
473,0.0,155.4,0.7005253940455342,2.99,7.8,10060
474,16.4,350.6,0.9263343625937362,2.95,13.4,22863
475,0.0,240.9,0.6880733944954129,3.06,11.1,3397
476,35.5,71.0,4.600301659125189,2.95,16.2,5078
477,39.5,551.2,0.8301105993053673,2.99,13.1,39718
478,0.0,77.3,2.0957067707449517,2.55,10.0,11096
479,0.0,267.1,0.6940664126292868,3.06,10.9,8177
480,0.0,303.8,0.6996869821395691,2.95,10.5,4991
481,0.0,407.1,1.3444827020823085,3.2,17.6,4655
482,0.0,80.0,1.7980769230769231,3.06,7.9,9819
483,0.0,259.3,2.67538644470868,3.2,11.9,3114
484,0.0,235.7,1.2492033142128744,3.2,15.2,8083
485,0.0,245.2,0.5461993627674101,2.99,9.9,2396
486,0.0,433.6,2.226588081204977,2.99,11.6,8159
487,0.0,193.2,0.8940719144800777,3.06,10.5,9626
488,0.0,196.6,0.5580357142857143,2.95,6.2,3166
489,0.0,177.6,1.8269081901223099,3.06,8.5,6408
490,0.0,108.0,1.5918452838092578,2.55,11.9,14020
491,35.5,558.7,1.3090437788018434,3.2,11.3,72556
492,16.3,336.3,2.0544258373205744,3.06,12.4,34516
493,0.0,40.7,1.1516148584293011,3.06,6.0,11621
494,0.0,86.9,0.7021966150522146,3.06,6.0,5428
495,7.3,123.4,1.3832450847596764,2.55,9.9,48472
496,31.2,432.8,0.9758501724987678,3.2,13.6,9677
497,0.0,131.1,2.50372056377484,2.55,10.5,11019
498,0.0,165.2,1.8000595060993754,2.95,8.8,6857
499,0.0,59.5,1.6698172652804033,3.2,10.9,6096
500,0.0,112.9,0.5500101853738032,2.55,12.9,14778
501,0.0,295.3,0.7040417209908736,2.95,11.5,4148
502,0.0,143.8,1.639146679522719,3.06,7.5,8457
503,0.0,346.7,0.5649717514124294,3.2,16.6,1001
504,0.0,83.8,2.6410376621347083,2.55,8.5,6966
505,0.0,411.7,0.5349500713266762,3.2,13.4,2868
506,38.4,807.6,0.8844917277255729,3.06,13.0,71776
507,20.5,396.7,1.8981497315229658,3.06,13.3,29284
508,0.0,118.7,0.5443658138268916,3.2,9.3,1967
509,0.0,377.2,0.5407493240633449,3.06,10.0,5252
510,0.0,301.0,0.5475040257648953,2.99,8.9,3310
511,0.0,301.2,1.6357400404537858,3.2,13.4,23013
512,0.0,158.5,0.5462139873621078,2.55,11.4,9260
513,0.0,832.8,0.5626758361988121,3.2,21.2,1791
514,0.0,422.1,0.5905511811023622,3.2,14.3,11574
515,0.0,326.7,0.5568814638027049,3.2,14.0,2688
516,0.0,0.0,0.5698005698005698,3.06,15.7,682
517,0.0,453.4,0.551654964894684,2.95,9.3,8036
518,0.0,365.4,0.5537459283387622,3.2,18.4,3584
519,0.0,482.5,0.5548549810844893,2.95,3.2,5428
520,0.0,463.4,0.6942348324781165,2.99,17.4,3227
521,13.4,372.3,0.5475040257648953,2.99,11.9,17352
522,27.0,422.8,1.0863470703672555,2.99,8.3,13966
523,0.0,348.0,0.5497526113249038,2.95,8.7,10579
524,0.0,0.0,2.140309155766944,2.55,12.2,4299
525,0.0,411.9,0.5310457516339869,2.95,5.5,2596
526,15.7,187.0,0.9078182666610104,3.2,13.6,24597
527,0.0,436.3,0.5376344086021506,2.99,13.5,3086
528,0.0,211.1,1.7893810501613376,3.06,9.8,3033
529,0.0,85.8,0.5549651670799386,2.55,13.2,8447
530,0.0,244.0,1.0644894584539064,3.2,12.7,10363
531,0.0,111.3,0.8976519932578104,2.55,10.5,26123
532,8.2,162.1,1.5303714690217758,3.06,8.8,29490
533,0.0,486.3,2.283273182588201,2.95,8.2,13702
534,0.0,390.0,0.546448087431694,3.06,19.3,2126
535,0.0,285.8,0.5547337278106509,3.06,12.5,7122
536,0.0,331.8,0.5499619257128352,2.95,11.6,10226
537,0.0,0.0,0.5644402634054563,3.2,8.3,1175
538,0.0,531.8,0.5517826825127334,2.95,6.1,1877
539,0.0,82.3,1.8678021871673278,2.55,6.9,11507
540,5.9,140.4,1.0653487095002745,2.55,11.7,34734
541,0.0,601.5,0.5587840858292356,2.95,8.7,2735
542,0.0,262.8,0.5591054313099041,3.06,10.5,4078
543,0.0,156.6,0.5632967684553809,3.06,6.5,3343
544,0.0,317.3,1.5938303341902313,2.99,11.3,8016
545,9.1,254.7,2.386701079565954,2.38,9.3,64586
546,11.1,207.6,1.74962276581727,2.66,5.9,310141
547,0.0,0.0,0.0,,0.0,46
548,0.0,0.0,3.243491929609324,2.17,6.1,22395
549,5.1,232.0,1.3536799549325647,2.16,8.7,53131
550,5.0,64.6,1.105189378805014,2.6,7.3,154408
551,0.0,0.0,1.700060716454159,2.27,11.7,1643
552,0.0,60.7,1.3831863767920844,2.41,7.4,30277
553,0.0,0.0,2.3654916512059367,2.41,3.6,2437
554,0.0,0.0,0.5625879043600562,2.11,10.6,3703
555,0.0,77.8,1.2153462094337144,2.42,7.2,14840
556,0.0,27.8,0.9192065795839381,2.11,4.7,9258
557,0.0,0.0,1.3180714533472078,2.6,12.9,3038
558,0.0,75.1,1.1905503958112573,2.11,8.1,17388
559,0.0,33.0,1.1917812069595526,2.42,6.1,36402
560,0.0,0.0,0.5477494641581329,2.11,5.2,4101
561,0.0,0.0,0.6698564593301436,2.42,7.5,1028
562,0.0,0.0,0.5780346820809248,2.11,12.6,465
563,0.0,46.7,1.2426776302570366,2.27,10.4,64514
564,0.0,0.0,0.5700325732899023,2.41,2.9,2683
565,0.0,0.0,3.539597657244716,2.11,7.5,7744
566,0.0,0.0,0.6666666666666667,2.42,5.6,282
567,0.0,79.7,0.5593694380879736,2.5,9.4,3560
568,0.0,0.0,0.5506607929515419,2.42,5.0,1783
569,0.0,52.9,0.5535237718691312,2.6,9.9,9682
570,0.0,0.0,0.6921241050119332,2.41,6.3,4241
571,0.0,0.0,1.308845260713532,2.42,6.7,4539
572,0.0,42.3,0.7033248081841432,2.27,13.8,6400
573,0.0,82.2,0.5541651769753307,2.11,6.4,5433
574,0.0,0.0,0.5483918778716467,2.5,8.7,6523
575,0.0,24.6,1.1595221363316937,2.42,6.3,8175
576,0.0,34.4,1.3691618682021753,2.11,8.4,7686
577,0.0,60.6,1.119453397927081,2.11,9.5,55807
578,0.0,44.9,1.301091647626301,2.5,8.2,15069
579,0.0,0.0,0.5647944775651083,2.42,7.6,3868
580,0.0,0.0,0.5291005291005291,2.5,6.2,1657
581,0.0,0.0,0.5390835579514826,2.11,7.8,1608
582,0.0,0.0,0.5479657709052694,2.42,10.3,10376
583,0.0,0.0,0.5526388505111909,2.11,5.8,7104
584,0.0,41.2,1.2561152981621049,2.5,6.3,16159
585,0.0,0.0,0.5761843790012804,2.41,5.9,1657
586,0.0,0.0,0.6894912030432715,2.27,13.3,3888
587,0.0,48.8,0.5483549351944167,2.27,11.6,8218
588,0.0,0.0,0.5470459518599562,2.41,8.2,2543
589,0.0,56.1,0.5568814638027049,2.11,11.3,5796
590,0.0,0.0,0.5548216644649934,2.42,10.6,3558
591,0.0,35.2,1.4996567050916054,2.11,7.1,28581
592,0.0,0.0,0.5502751375687844,2.6,4.9,3240
593,0.0,0.0,0.5467326217130956,2.27,12.8,3897
594,0.0,78.5,1.0387422796181922,2.46,7.2,26866
595,0.0,341.9,0.7099064214262665,2.35,16.7,2826
596,0.0,81.9,1.3564431047475507,2.35,7.9,6230
597,13.6,90.8,1.419394944053046,2.08,11.5,18162
598,0.0,248.1,0.5373592630501536,2.46,5.0,2124
599,0.0,66.8,0.8306163639186462,2.79,8.8,14111
600,0.0,0.0,1.25250501002004,2.46,7.2,2052
601,0.0,0.0,2.3046092184368736,2.08,8.1,6531
602,0.0,0.0,0.5508557938225457,2.46,10.5,5205
603,7.3,205.5,1.5270275258708732,2.79,7.0,79624
604,0.0,111.6,1.0653823701109166,2.46,6.4,14089
605,0.0,141.8,0.91908747743312,2.46,8.4,6689
606,0.0,53.5,0.546448087431694,2.35,7.4,5410
607,0.0,137.0,2.830250773382479,2.35,5.5,13944
608,13.1,76.4,0.9667179684494036,2.46,11.2,21017
609,26.5,585.6999999999999,4.274614797688104,2.5799999999999996,11.7,1937060
610,0.0,180.0,0.5547337278106509,2.35,9.1,7644
611,0.0,76.9,0.5520883341334614,2.46,8.8,4230
612,7.9,69.1,1.3010273887410135,2.08,10.3,37374
613,0.0,50.6,0.6962025316455696,2.46,7.4,6746
614,0.0,0.0,0.5558643690939411,2.46,6.0,7534
615,6.2,77.7,2.053234866498278,2.08,8.0,337003
616,0.0,0.0,0.7383813522513393,2.46,11.3,7912
617,0.0,0.0,0.5553351844506148,2.35,9.7,2747
618,0.0,31.5,1.0174303967189842,2.46,6.1,13386
619,0.0,224.3,0.5503324925475809,2.35,11.1,7981
620,0.0,60.6,1.027729299980609,2.79,10.1,5611
621,0.0,87.4,1.1820652173913042,2.35,11.6,16243
622,0.0,146.3,1.3799448022079117,2.79,9.0,14501
623,0.0,133.4,0.9478672985781991,2.35,9.9,2351
624,0.0,53.0,0.8910339706701319,2.46,9.0,5689
625,0.0,26.6,2.6155717761557176,2.08,8.9,18408
626,0.0,0.0,3.452726686027751,2.35,7.2,3499
627,0.0,37.9,0.9104704097116844,2.46,6.7,7983
628,0.0,0.0,0.5678591709256104,2.35,15.2,1731
629,0.0,0.0,0.5330490405117271,2.79,8.3,3116
630,0.0,45.6,1.2456562416466186,2.79,5.8,20237
631,0.0,61.7,0.6334924715387441,2.79,9.4,11804
632,0.0,97.1,2.1580999075674154,2.35,10.3,23471
633,0.0,0.0,0.5568814638027049,2.35,5.5,3796
634,0.0,127.1,2.04292066765483,2.35,10.3,15289
635,0.0,47.2,1.686438706675971,2.46,8.9,8873
636,0.0,73.4,0.9081735620585267,2.08,5.4,9555
637,0.0,321.0,0.5536912751677853,2.35,10.7,4380
638,5.1,73.6,2.22406802260134,2.08,8.9,171316
639,6.5,127.9,1.2833989292786074,2.08,10.5,41430
640,0.0,34.0,1.5334147085749161,2.08,7.5,38453
641,0.0,153.6,1.5232547034667177,2.79,8.5,21438
642,5.8,129.8,2.188306984946778,2.08,9.0,241846
643,0.0,58.2,1.7802656633554337,2.79,11.1,43891
644,0.0,77.4,0.9483793517406963,2.35,5.4,4981
645,0.0,105.0,0.8414766558089034,2.08,7.8,13468
646,0.0,246.4,0.5481283422459894,2.79,7.4,14515
647,0.0,227.2,0.6853180682093042,2.46,6.6,10908
648,0.0,65.3,1.747916513017184,2.79,10.4,12553
649,4.3,42.2,2.0061258485733218,2.08,9.5,109221
650,5.5,110.8,1.5667724801206901,2.79,6.1,64415
651,10.0,146.3,1.233401303028796,2.46,11.9,45153
652,0.0,66.2,3.15913291883717,2.46,9.0,19098
653,5.400000000000001,91.09999999999998,1.941319656612808,2.35,8.9,107298
654,0.0,56.3,0.8593804144431354,2.35,10.5,15835
655,0.0,77.9,1.589293182768716,2.79,7.1,4926
656,0.0,0.0,1.2428977272727273,2.79,9.0,6155
657,0.0,0.0,0.5549588256355173,2.35,10.7,6013
658,0.0,94.8,0.7000424268137463,2.46,5.8,5119
659,0.0,81.6,0.6942202131094608,2.79,5.8,6662
660,0.0,0.0,1.2513290259262289,2.35,5.4,12557
661,0.0,168.1,0.8959560900799095,2.46,6.8,10923
662,0.0,84.0,1.0741138560687433,2.46,8.8,13961
663,0.0,0.0,1.5873015873015872,2.46,5.9,5669
664,0.0,75.8,0.5739314302975381,2.08,9.6,20759
665,10.4,219.2,1.7378732444234628,2.79,9.5,76019
666,0.0,145.7,2.562248166132865,2.35,9.8,8048
667,0.0,0.0,0.8183568677792041,2.46,5.8,6623
668,0.0,0.0,0.8433344145313006,2.46,6.2,6675
669,0.0,0.0,0.5627462014631401,2.35,9.3,1672
670,0.0,228.2,0.5459508644222021,2.35,13.1,2337
671,0.0,0.0,2.1212121212121215,2.79,11.1,2427
672,0.0,130.3,1.2066469006412466,2.35,6.5,12050
673,0.0,44.6,0.5541069100391135,2.35,6.8,6576
674,9.8,219.2,1.4897679780948263,2.79,8.2,60367
675,13.2,315.4,1.9088128064367431,2.35,9.0,102404
676,0.0,0.0,1.0758530754183875,2.35,13.4,10070
677,8.4,175.4,1.2449585480618417,2.46,8.1,83102
678,0.0,0.0,0.5455712451861361,2.46,5.2,3042
679,0.0,0.0,0.5589430894308943,2.46,8.9,2074
680,0.0,37.7,1.0406922357343311,2.46,6.9,8941
681,0.0,0.0,0.7111111111111111,2.79,7.9,2403
682,0.0,105.6,1.2010294538175579,2.08,11.4,19311
683,0.0,42.6,1.3857404742662278,2.79,6.7,54330
684,0.0,60.7,0.7571345369831101,2.35,9.7,6815
685,0.0,187.9,1.3781223083548666,2.79,11.9,31601
686,0.0,61.7,0.9455200360198109,2.35,9.0,4806
687,0.0,0.0,0.5573968062669479,2.79,10.3,6817
688,0.0,0.0,0.5580746424834322,2.35,5.9,5788
689,0.0,43.6,1.3134710876181324,2.35,5.6,7047
690,0.0,66.4,1.16724420937443,2.35,7.7,6300
691,0.0,10.4,1.716283992085768,2.08,9.0,23328
692,5.8999999999999995,87.7,2.1008649390192895,2.08,8.9,223379
693,0.0,98.3,1.4859658778205835,2.35,7.6,26758
694,6.7,154.5,1.1921412546582684,2.08,12.4,113553
695,0.0,61.7,0.8278497134366377,2.79,6.5,14373
696,0.0,0.0,1.1483253588516746,2.78,7.2,12164
697,7.4,172.7,1.3903963619942483,2.78,9.0,139384
698,0.0,79.1,0.9836408664411036,2.68,5.6,30516
699,0.0,0.0,1.5620118712902218,3.99,5.8,3464
700,0.0,77.4,0.546448087431694,3.11,11.0,5236
701,0.0,81.8,2.1457748904965794,3.09,4.8,22248
702,0.0,99.9,5.978351373855121,2.68,8.1,5926
703,0.0,0.0,0.6973684210526316,3.99,8.8,7828
704,0.0,75.6,1.1043545117774516,2.58,9.7,14759
705,13.5,212.5,2.4430682206075973,2.68,8.1,42774
706,0.0,103.6,0.9193564504846606,3.99,9.1,10221
707,0.0,75.6,0.6737409466060299,3.99,8.3,11853
708,0.0,0.0,0.5574406204556471,2.68,7.8,4166
709,0.0,77.4,1.5059704152557478,2.68,5.3,11462
710,0.0,38.4,1.2497979852394547,2.68,8.1,18648
711,0.0,87.0,0.9470693465221509,2.68,8.9,9809
712,0.0,36.9,2.1913900414937757,2.78,8.6,16235
713,9.9,118.4,1.1878131710808875,3.11,11.4,46239
714,0.0,48.3,1.4084507042253522,2.68,4.2,15926
715,4.3,98.0,0.9532449205869225,2.58,8.7,70427
716,0.0,55.6,1.064903037776034,3.11,13.4,9336
717,9.3,168.0,2.556818181818182,2.68,8.1,29017
718,0.0,0.0,1.3856453370699051,3.99,9.6,6912
719,0.0,26.2,1.114892618237296,2.68,7.2,8726
720,0.0,59.2,1.1997913406364111,2.58,7.1,8208
721,0.0,71.3,1.4420765902900177,2.68,5.7,12987
722,0.0,109.2,1.3803799922450561,3.11,9.3,26829
723,0.0,54.7,1.0435899494260255,2.68,8.8,12879
724,2.8,87.7,2.453266120562907,3.09,5.0,105578
725,0.0,87.5,1.2489096820236303,3.09,6.6,26142
726,0.0,60.1,1.5988176810425903,2.68,8.6,14678
727,16.2,122.7,2.5420085605876523,3.09,6.1,53959
728,0.0,121.7,0.5516624422245415,3.11,11.4,18214
729,0.0,151.7,0.9020704347247187,2.58,10.3,34386
730,0.0,67.8,0.5520848467238123,2.78,8.7,14413
731,24.9,110.7,0.5517933283170303,2.68,8.6,16657
732,0.0,78.8,1.7832536272999917,2.77,7.2,11988
733,0.0,58.0,0.7883326763894364,3.11,9.3,8196
734,18.0,86.6,1.7052071202794876,2.68,10.1,12746
735,0.0,38.7,1.325956310216541,2.68,11.8,10585
736,4.1,106.6,2.510501704050091,3.09,7.1,52873
737,0.0,84.1,1.6094706038840116,2.68,6.6,14705
738,0.0,49.2,1.7457145861815122,2.58,7.7,29414
739,0.0,30.6,0.9205983889528193,2.78,7.1,11735
740,11.6,239.6,2.0290750208740804,2.77,11.2,182919
741,0.0,161.3,1.5749436723403305,2.58,11.0,42756
742,0.0,88.3,0.5512039454598201,2.68,8.3,18561
743,5.5,156.3,2.7014056907480355,3.11,10.3,51232
744,24.6,570.5,3.9065009512984603,3.09,11.2,361648
745,0.0,39.0,1.2167749556999408,2.58,9.8,17468
746,0.0,82.0,0.5380476556495004,2.68,7.1,4199
747,0.0,141.1,2.02204683321375,2.58,12.0,13246
748,6.3,151.8,1.4758551481910827,3.99,7.5,53778
749,0.0,75.3,1.1859323882224646,3.99,8.9,14574
750,0.0,76.9,2.4607885530091593,3.09,8.0,25456
751,0.0,100.5,1.2413289521723256,2.77,9.8,5327
752,0.0,63.7,0.5525815921257123,2.78,10.0,17703
753,0.0,0.0,1.2526096033402923,2.68,9.2,2445
754,0.0,104.0,0.5471207769115032,2.68,8.9,7618
755,0.0,96.1,2.2554577252442405,3.99,8.6,8539
756,0.0,153.9,0.551768906199286,3.99,7.5,6128
757,0.0,91.2,0.5541501023973016,2.68,6.7,7356
758,0.0,0.0,1.9595959595959598,2.68,6.0,5093
759,3.5,99.0,2.176723785208098,2.77,8.0,61693
760,0.0,69.9,0.6953814218993254,2.68,5.8,10178
761,0.0,64.5,1.6173570019723866,2.77,8.8,5134
762,0.0,150.4,1.9106684207229219,3.99,8.2,12557
763,0.0,109.2,1.0649404886197538,3.11,8.2,10514
764,0.0,46.0,0.868970904120289,2.68,7.5,10871
765,0.0,56.9,0.5441542288557214,3.11,8.8,6920
766,10.3,166.9,1.3132700632700631,2.58,10.2,101759
767,771.4,751.4,3.4563236274727718,2.68,12.7,8973
768,0.0,64.4,2.502581546498208,3.09,9.1,17315
769,0.0,45.8,0.9216589861751152,2.68,7.5,7917
770,0.0,36.3,0.5503324925475809,2.77,13.8,9009
771,0.0,61.3,0.5504314192204701,2.78,8.7,13409
772,0.0,72.3,1.2762275578628597,3.99,8.0,7720
773,0.0,139.4,0.5582339507739152,2.68,11.5,4065
774,5.1,94.1,0.9215424597878767,3.99,7.5,66921
775,0.0,0.0,0.5546218487394958,2.58,6.5,6479
776,0.0,0.0,1.905459875412239,3.11,8.4,2949
777,7.8,181.8,1.0499513218003445,2.68,6.9,74365
778,0.0,0.0,0.7064760302775441,3.99,7.3,6491
779,7.6,234.5,1.8968045244024485,3.99,8.1,39769
780,0.0,40.2,1.1599210266535045,2.58,7.4,12777
781,0.0,0.0,1.8821351434742364,3.99,5.7,3325
782,0.0,54.5,1.1609158336020637,2.68,6.2,22675
783,0.0,55.9,1.3140354218244144,2.68,10.8,10512
784,0.0,134.7,2.3807631160572336,3.11,10.6,27891
785,0.0,30.3,1.7878077373974208,2.78,5.1,10952
786,0.0,93.8,1.0582010582010581,3.99,6.7,9458
787,0.0,50.2,1.1839052875769938,2.78,6.4,13091
788,0.0,0.0,0.5457025920873124,2.11,3.4,3252
789,0.0,0.0,0.5201560468140443,2.11,3.9,1735
790,0.0,43.1,0.5534725941796108,2.35,6.6,5899
791,0.0,47.6,0.5600497822028625,2.19,7.8,5447
792,0.0,0.0,1.277533039647577,2.14,2.6,2703
793,0.0,74.8,0.695237106983501,2.35,4.2,10137
794,8.0,90.9,1.1173071890161657,2.35,7.8,52438
795,0.0,84.4,0.5460612802103347,2.5,5.3,10619
796,0.0,33.5,1.8935683969964086,2.35,5.3,9296
797,0.0,52.8,0.5440552016985137,2.35,4.5,8298
798,0.0,133.1,0.544959128065395,2.14,4.4,7635
799,0.0,0.0,0.557453695378529,2.35,4.4,6222
800,0.0,0.0,0.551654964894684,2.14,4.4,4310
801,0.0,76.8,1.2266666666666668,2.14,2.5,8557
802,0.0,0.0,0.5476237042831997,2.11,3.4,6074
803,0.0,58.2,1.2534615945197494,2.19,3.5,7639
804,0.0,60.1,0.5517572268201991,2.5,5.2,19864
805,0.0,0.0,0.5544892301130305,2.14,3.5,5384
806,0.0,69.7,0.550381033022862,2.35,5.4,5330
807,0.0,0.0,0.5633802816901409,2.11,5.5,3686
808,0.0,58.0,2.4559702698335757,2.14,4.6,7269
809,0.0,53.6,0.7403106401509654,2.35,5.2,7698
810,0.0,87.9,0.8186363386627109,2.35,5.4,19977
811,0.0,72.2,0.547645125958379,2.14,5.3,6371
812,0.0,65.9,0.9832513957170237,2.11,3.0,26819
813,0.0,0.0,2.2787318361955085,2.19,5.6,3085
814,0.0,0.0,1.009145380006307,2.11,7.4,3085
815,0.0,0.0,0.544546967175919,2.35,4.1,7115
816,0.0,83.9,1.3549039433771486,2.19,7.4,16881
817,0.0,40.6,1.5818534547082523,2.14,5.1,7831
818,0.0,76.6,0.9982983550765739,2.35,4.7,37720
819,0.0,0.0,0.5592272496187087,2.14,4.7,4150
820,0.0,29.0,2.18586060454659,2.35,5.1,8470
821,0.0,0.0,0.5574324324324325,2.5,5.1,6923
822,0.0,0.0,1.2122711528946066,2.5,3.5,4321
823,0.0,0.0,0.8629989212513484,2.11,4.4,3003
824,0.0,66.4,0.5580029368575624,2.14,6.9,3849
825,0.0,0.0,0.6933911159263272,2.35,5.0,5112
826,0.0,0.0,1.6593460224499756,2.14,4.5,4559
827,0.0,70.9,0.7789510126363164,2.14,5.1,6354
828,0.0,0.0,1.8100611189468734,2.5,2.7,4629
829,0.0,60.7,0.5505428964673497,2.5,6.3,6997
830,0.0,41.7,0.7080610021786492,2.11,4.1,5959
831,0.0,59.6,1.1972274732199117,2.19,6.4,7512
832,0.0,0.0,0.5417735956658112,2.35,3.6,3917
833,0.0,0.0,0.5473453749315819,2.14,4.9,4200
834,0.0,0.0,0.5681818181818182,2.14,3.2,3124
835,0.0,58.6,0.5524861878453038,2.19,2.7,6705
836,0.0,30.4,1.7605160596693994,2.35,4.1,8494
837,0.0,97.1,2.0578954589106875,2.0,5.7,14658
838,0.0,0.0,0.5480607082630692,2.19,4.6,6886
839,4.9,124.5,1.1735766861949828,2.19,3.6,54850
840,0.0,92.7,1.2959220068957318,2.35,6.0,8235
841,0.0,0.0,1.7857142857142856,2.19,4.8,4386
842,0.0,0.0,1.3501965475987012,2.5,2.2,6628
843,0.0,33.7,0.6860082892668287,2.19,8.7,14319
844,7.1,122.2,1.328152775661537,2.35,5.1,87004
845,0.0,74.6,0.8901382056687749,2.19,6.6,4386
846,0.0,68.7,0.5413533834586466,2.19,8.7,3745
847,0.0,0.0,0.5597468970552446,2.14,2.9,4495
848,0.0,85.0,1.2385568120624662,2.11,7.6,6103
849,0.0,37.9,0.5445720374097313,2.19,8.2,9084
850,0.0,43.6,0.9348833428176572,2.0,4.3,12843
851,0.0,78.4,0.5804366466591914,2.5,6.6,15354
852,0.0,81.0,1.7281728172817281,2.11,3.8,5348
853,0.0,0.0,0.6519558676028084,2.5,4.4,4453
854,0.0,0.0,0.9067724567866251,2.14,5.1,3972
855,0.0,90.9,0.5546492659053833,2.19,6.4,3280
856,0.0,92.7,0.7660878447395302,2.11,9.9,4590
857,0.0,51.2,0.5502943434860507,2.19,6.2,16301
858,0.0,0.0,0.5461393596986817,2.14,2.9,6018
859,0.0,0.0,2.1748050882232253,2.14,3.5,2697
860,0.0,82.3,0.5442388431037164,2.11,5.4,6379
861,0.0,0.0,0.5625879043600562,2.14,3.7,4011
862,0.0,29.2,0.8479242374187864,2.14,3.5,9899
863,0.0,0.0,0.5374417771408098,2.14,4.4,3222
864,7.1,184.0,1.6546803544659292,2.0,6.0,174759
865,9.0,149.6,1.794654097256785,2.11,5.9,36615
866,0.0,37.7,0.8030431107354183,2.5,5.7,7424
867,0.0,0.0,1.948051948051948,2.11,5.3,2078
868,0.0,0.0,0.8758371973209685,2.14,3.8,4413
869,7.0,134.2,1.3061625337589,2.19,5.9,67325
870,0.0,0.0,0.5539552404165743,2.14,3.4,5171
871,0.0,28.7,0.6740491092922485,2.14,1.9,11782
872,0.0,57.9,1.4051824158824289,2.5,5.7,35666
873,0.0,62.4,0.8400746733042938,2.5,6.6,6815
874,0.0,0.0,2.474402730375427,2.11,4.1,2752
875,0.0,47.9,0.7217847769028871,2.11,6.5,5293
876,0.0,0.0,0.5553627212773342,2.19,6.6,2986
877,0.0,78.0,1.3860640301318268,2.19,8.9,14608
878,0.0,34.8,0.9744947064485082,2.0,5.7,17584
879,0.0,65.7,3.351814516129032,2.19,5.0,9056
880,0.0,0.0,0.5485232067510549,2.19,7.3,2548
881,0.0,54.3,1.2096504711622,2.14,9.4,15397
882,0.0,0.0,2.7837772978161746,2.5,5.6,4584
883,0.0,0.0,0.907770515613653,2.35,3.1,8141
884,0.0,113.5,0.8624454148471615,2.14,5.6,38818
885,0.0,0.0,0.5425567989148864,2.5,5.4,3194
886,0.0,56.2,0.5586592178770949,2.14,6.7,5419
887,0.0,75.1,0.5513579742699612,2.36,7.4,5398
888,0.0,77.7,0.5642217059409227,2.36,8.3,3314
889,0.0,102.2,0.5424063116370809,2.32,7.9,6180
890,0.0,0.0,0.5249343832020997,2.11,2.5,2146
891,0.0,58.3,1.061738104600865,2.11,7.0,11480
892,0.0,58.3,1.1617353421673626,2.36,4.8,5702
893,0.0,0.0,0.6696428571428571,2.32,5.7,4157
894,0.0,162.4,0.9137350998878598,2.14,6.7,24062
895,0.0,658.8,0.5514705882352942,2.14,3.4,1139
896,0.0,0.0,0.5513439007580978,2.14,5.9,1584
897,0.0,169.4,1.7809439002671414,2.36,6.5,8132
898,0.0,0.0,0.5736137667304015,2.11,3.0,1294
899,0.0,0.0,6.324110671936759,2.11,1.7,958
900,0.0,72.2,0.8455997494519261,2.32,2.0,3398
901,0.0,0.0,0.5509641873278237,2.32,6.2,3972
902,0.0,0.0,1.5346069527090511,2.14,6.3,3578
903,0.0,0.0,1.7391304347826086,2.11,4.0,757
904,0.0,80.9,1.0775703003911727,2.14,8.3,13783
905,0.0,0.0,0.6446039340776183,2.36,6.2,15364
906,0.0,0.0,0.5723630417007358,2.11,5.5,1442
907,0.0,181.3,0.5545542769998614,2.32,6.8,7838
908,0.0,0.0,1.0597302504816954,2.32,5.9,3138
909,4.9,78.7,1.2454099013405302,2.11,6.7,43834
910,0.0,0.0,2.457627118644068,2.11,3.1,1287
911,0.0,0.0,0.5514705882352942,2.14,4.9,1276
912,0.0,28.7,0.5456171735241502,2.11,4.8,11859
913,0.0,199.9,1.4970059880239521,2.32,4.7,2549
914,0.0,66.6,0.5506607929515419,2.11,4.4,12670
915,0.0,52.9,0.5529421473962202,2.11,6.6,11086
916,0.0,89.9,0.5543710021321961,2.11,7.2,9933
917,17.9,100.4,0.8215389620953312,2.32,9.3,12782
918,0.0,0.0,0.5607476635514018,2.11,2.2,1212
919,0.0,0.0,0.5911330049261084,2.11,2.6,1158
920,0.0,0.0,0.5446623093681917,2.11,7.4,2776
921,0.0,0.0,0.5324298160696999,2.11,2.9,2125
922,0.0,0.0,6.521739130434782,2.11,2.5,471
923,0.0,0.0,0.5588822355289421,2.14,5.2,2860
924,0.0,0.0,0.5714285714285714,2.11,2.5,1008
925,0.0,0.0,1.118067978533095,2.14,4.4,2567
926,0.0,31.4,1.5326592842240412,2.14,5.0,13329
927,0.0,0.0,1.9363762102351314,2.11,5.2,1421
928,0.0,0.0,0.5524861878453038,2.11,3.4,814
929,0.0,45.6,0.8446641944787803,2.32,4.5,5288
930,0.0,0.0,1.2983386849085579,2.32,7.0,7498
